"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Slovenia","2000","Male","Not applicable","Number","12260"
"Slovenia","2000","All genders","Not applicable","Number","23885"
"Slovenia","2000","Female","Not applicable","Number","11625"
"Slovenia","1999","All genders","Not applicable","Number","24763"
"Slovenia","1999","Female","Not applicable","Number","12058"
"Slovenia","1999","Male","Not applicable","Number","12705"
"Slovenia","1998","Male","Not applicable","Number","13063"
"Slovenia","1998","Female","Not applicable","Number","12437"
"Slovenia","1998","All genders","Not applicable","Number","25500"
"Slovenia","1997","Female","Not applicable","Number","12793"
"Slovenia","1997","Male","Not applicable","Number","13397"
"Slovenia","1997","All genders","Not applicable","Number","26190"
"Slovenia","1996","All genders","Not applicable","Number","26851"
"Slovenia","1996","Male","Not applicable","Number","13720"
"Slovenia","1996","Female","Not applicable","Number","13131"
"Slovenia","1995","Female","Not applicable","Number","13435"
"Slovenia","1995","Male","Not applicable","Number","13959"
"Slovenia","1995","All genders","Not applicable","Number","27394"
"Slovenia","1994","Female","Not applicable","Number","13751"
"Slovenia","1994","All genders","Not applicable","Number","28036"
"Slovenia","1994","Male","Not applicable","Number","14285"
"Slovenia","1993","Male","Not applicable","Number","14681"
"Slovenia","1993","Female","Not applicable","Number","14070"
"Slovenia","1993","All genders","Not applicable","Number","28751"
"Slovenia","1992","All genders","Not applicable","Number","29421"
"Slovenia","1992","Female","Not applicable","Number","14356"
"Slovenia","1992","Male","Not applicable","Number","15065"
"Slovenia","1991","Male","Not applicable","Number","15429"
"Slovenia","1991","All genders","Not applicable","Number","30050"
"Slovenia","1991","Female","Not applicable","Number","14621"
"Slovenia","1990","Female","Not applicable","Number","14923"
"Slovenia","1990","All genders","Not applicable","Number","30793"
"Slovenia","1990","Male","Not applicable","Number","15870"
"Slovenia","1989","Female","Not applicable","Number","14958"
"Slovenia","1989","All genders","Not applicable","Number","30957"
"Slovenia","1989","Male","Not applicable","Number","15999"
"Slovenia","1988","Male","Not applicable","Number","15834"
"Slovenia","1988","All genders","Not applicable","Number","30587"
"Slovenia","1988","Female","Not applicable","Number","14753"
"Slovenia","1987","Female","Not applicable","Number","14460"
"Slovenia","1987","Male","Not applicable","Number","15544"
"Slovenia","1987","All genders","Not applicable","Number","30004"
"Slovenia","1986","All genders","Not applicable","Number","29325"
"Slovenia","1986","Male","Not applicable","Number","15189"
"Slovenia","1986","Female","Not applicable","Number","14136"
"Slovenia","1985","Female","Not applicable","Number","13845"
"Slovenia","1985","Male","Not applicable","Number","14828"
"Slovenia","1985","All genders","Not applicable","Number","28673"
"Slovenia","1984","All genders","Not applicable","Number","28301"
"Slovenia","1984","Female","Not applicable","Number","13692"
"Slovenia","1984","Male","Not applicable","Number","14609"
"Slovenia","1983","Male","Not applicable","Number","14514"
"Slovenia","1983","All genders","Not applicable","Number","28157"
"Slovenia","1983","Female","Not applicable","Number","13643"
"Slovenia","1982","Female","Not applicable","Number","13570"
"Slovenia","1982","All genders","Not applicable","Number","27980"
"Slovenia","1982","Male","Not applicable","Number","14410"
"Slovenia","1981","Female","Not applicable","Number","13397"
"Slovenia","1981","All genders","Not applicable","Number","27627"
"Slovenia","1981","Male","Not applicable","Number","14230"
"Slovenia","1980","Male","Not applicable","Number","13996"
"Slovenia","1980","Female","Not applicable","Number","13246"
"Slovenia","1980","All genders","Not applicable","Number","27242"
"Slovenia","1979","All genders","Not applicable","Number","27069"
"Slovenia","1979","Female","Not applicable","Number","13194"
"Slovenia","1979","Male","Not applicable","Number","13875"
"Slovenia","1978","Male","Not applicable","Number","13857"
"Slovenia","1978","All genders","Not applicable","Number","27092"
"Slovenia","1978","Female","Not applicable","Number","13235"
"Slovenia","1977","Female","Not applicable","Number","13310"
"Slovenia","1977","All genders","Not applicable","Number","27195"
"Slovenia","1977","Male","Not applicable","Number","13885"
"Slovenia","1976","Female","Not applicable","Number","13407"
"Slovenia","1976","All genders","Not applicable","Number","27360"
"Slovenia","1976","Male","Not applicable","Number","13953"
"Slovenia","1975","Male","Not applicable","Number","14093"
"Slovenia","1975","All genders","Not applicable","Number","27637"
"Slovenia","1975","Female","Not applicable","Number","13544"
"Solomon Islands","2012","Male","Not applicable","Number","7031"
"Solomon Islands","2012","Female","Not applicable","Number","6582"
"Solomon Islands","2012","All genders","Not applicable","Number","13613"
"Solomon Islands","2011","Female","Not applicable","Number","6445"
"Solomon Islands","2011","All genders","Not applicable","Number","13355"
"Solomon Islands","2011","Male","Not applicable","Number","6910"
"Solomon Islands","2010","Male","Not applicable","Number","6806"
"Solomon Islands","2010","All genders","Not applicable","Number","13120"
"Solomon Islands","2010","Female","Not applicable","Number","6314"
"Solomon Islands","2009","All genders","Not applicable","Number","12803"
"Solomon Islands","2009","Male","Not applicable","Number","6642"
"Solomon Islands","2009","Female","Not applicable","Number","6161"
"Solomon Islands","2008","Female","Not applicable","Number","6006"
"Solomon Islands","2008","Male","Not applicable","Number","6468"
"Solomon Islands","2008","All genders","Not applicable","Number","12474"
"Solomon Islands","2007","All genders","Not applicable","Number","12190"
"Solomon Islands","2007","Female","Not applicable","Number","5872"
"Solomon Islands","2007","Male","Not applicable","Number","6318"
"Solomon Islands","2006","Female","Not applicable","Number","5775"
"Solomon Islands","2006","All genders","Not applicable","Number","11991"
"Solomon Islands","2006","Male","Not applicable","Number","6216"
"Solomon Islands","2005","Male","Not applicable","Number","6168"
"Solomon Islands","2005","All genders","Not applicable","Number","11888"
"Solomon Islands","2005","Female","Not applicable","Number","5720"
"Solomon Islands","2004","Female","Not applicable","Number","5595"
"Solomon Islands","2004","Male","Not applicable","Number","6035"
"Solomon Islands","2004","All genders","Not applicable","Number","11630"
"Solomon Islands","2003","All genders","Not applicable","Number","11286"
"Solomon Islands","2003","Male","Not applicable","Number","5855"
"Solomon Islands","2003","Female","Not applicable","Number","5431"
"Solomon Islands","2002","Male","Not applicable","Number","5675"
"Solomon Islands","2002","All genders","Not applicable","Number","10940"
"Solomon Islands","2002","Female","Not applicable","Number","5265"
"Solomon Islands","2001","Female","Not applicable","Number","5125"
"Solomon Islands","2001","Male","Not applicable","Number","5517"
"Solomon Islands","2001","All genders","Not applicable","Number","10642"
"Solomon Islands","2000","Male","Not applicable","Number","5382"
"Solomon Islands","2000","Female","Not applicable","Number","5006"
"Solomon Islands","2000","All genders","Not applicable","Number","10388"
"Solomon Islands","1999","All genders","Not applicable","Number","10148"
"Solomon Islands","1999","Male","Not applicable","Number","5258"
"Solomon Islands","1999","Female","Not applicable","Number","4890"
"Solomon Islands","1998","Female","Not applicable","Number","4776"
"Solomon Islands","1998","All genders","Not applicable","Number","9907"
"Solomon Islands","1998","Male","Not applicable","Number","5131"
"Solomon Islands","1997","Male","Not applicable","Number","5006"
"Solomon Islands","1997","All genders","Not applicable","Number","9673"
"Solomon Islands","1997","Female","Not applicable","Number","4667"
"Solomon Islands","1996","Male","Not applicable","Number","4885"
"Solomon Islands","1996","All genders","Not applicable","Number","9447"
"Solomon Islands","1996","Female","Not applicable","Number","4562"
"Solomon Islands","1995","Female","Not applicable","Number","4458"
"Solomon Islands","1995","All genders","Not applicable","Number","9224"
"Solomon Islands","1995","Male","Not applicable","Number","4766"
"Solomon Islands","1994","All genders","Not applicable","Number","9053"
"Solomon Islands","1994","Female","Not applicable","Number","4379"
"Solomon Islands","1994","Male","Not applicable","Number","4674"
"Solomon Islands","1993","Male","Not applicable","Number","4613"
"Solomon Islands","1993","All genders","Not applicable","Number","8939"
"Solomon Islands","1993","Female","Not applicable","Number","4326"
"Solomon Islands","1992","Male","Not applicable","Number","4565"
"Solomon Islands","1992","Female","Not applicable","Number","4283"
"Solomon Islands","1992","All genders","Not applicable","Number","8848"
"Solomon Islands","1991","All genders","Not applicable","Number","8759"
"Solomon Islands","1991","Female","Not applicable","Number","4241"
"Solomon Islands","1991","Male","Not applicable","Number","4518"
"Solomon Islands","1990","Male","Not applicable","Number","4481"
"Solomon Islands","1990","All genders","Not applicable","Number","8690"
"Solomon Islands","1990","Female","Not applicable","Number","4209"
"Solomon Islands","1989","Female","Not applicable","Number","4153"
"Solomon Islands","1989","Male","Not applicable","Number","4423"
"Solomon Islands","1989","All genders","Not applicable","Number","8576"
"Solomon Islands","1988","Female","Not applicable","Number","4068"
"Solomon Islands","1988","All genders","Not applicable","Number","8398"
"Solomon Islands","1988","Male","Not applicable","Number","4330"
"Solomon Islands","1987","Male","Not applicable","Number","4222"
"Solomon Islands","1987","All genders","Not applicable","Number","8188"
"Solomon Islands","1987","Female","Not applicable","Number","3966"
"Solomon Islands","1986","Female","Not applicable","Number","3866"
"Solomon Islands","1986","All genders","Not applicable","Number","7981"
"Solomon Islands","1986","Male","Not applicable","Number","4115"
"Solomon Islands","1985","Male","Not applicable","Number","4007"
"Solomon Islands","1985","Female","Not applicable","Number","3769"
"Solomon Islands","1985","All genders","Not applicable","Number","7776"
"Solomon Islands","1984","All genders","Not applicable","Number","7075"
"Solomon Islands","1984","Female","Not applicable","Number","3431"
"Solomon Islands","1984","Male","Not applicable","Number","3644"
"Solomon Islands","1983","Male","Not applicable","Number","3413"
"Solomon Islands","1983","Female","Not applicable","Number","3211"
"Solomon Islands","1983","All genders","Not applicable","Number","6624"
"Solomon Islands","1982","All genders","Not applicable","Number","6184"
"Solomon Islands","1982","Male","Not applicable","Number","3187"
"Solomon Islands","1982","Female","Not applicable","Number","2997"
"Solomon Islands","1981","Female","Not applicable","Number","2774"
"Solomon Islands","1981","All genders","Not applicable","Number","5724"
"Solomon Islands","1981","Male","Not applicable","Number","2950"
"Solomon Islands","1980","All genders","Not applicable","Number","5361"
"Solomon Islands","1980","Female","Not applicable","Number","2598"
"Solomon Islands","1980","Male","Not applicable","Number","2763"
"Solomon Islands","1979","Male","Not applicable","Number","2692"
"Solomon Islands","1979","Female","Not applicable","Number","2528"
"Solomon Islands","1979","All genders","Not applicable","Number","5220"
"Solomon Islands","1978","All genders","Not applicable","Number","5144"
"Solomon Islands","1978","Female","Not applicable","Number","2492"
"Solomon Islands","1978","Male","Not applicable","Number","2652"
"Solomon Islands","1977","Male","Not applicable","Number","2604"
"Solomon Islands","1977","Female","Not applicable","Number","2445"
"Solomon Islands","1977","All genders","Not applicable","Number","5049"
"Solomon Islands","1976","Male","Not applicable","Number","2565"
"Solomon Islands","1976","All genders","Not applicable","Number","4973"
"Solomon Islands","1976","Female","Not applicable","Number","2408"
"Solomon Islands","1975","Female","Not applicable","Number","2261"
"Solomon Islands","1975","All genders","Not applicable","Number","4676"
"Solomon Islands","1975","Male","Not applicable","Number","2415"
"Somalia","2012","Male","Not applicable","Number","135471"
"Somalia","2012","All genders","Not applicable","Number","269913"
"Somalia","2012","Female","Not applicable","Number","134442"
"Somalia","2011","Female","Not applicable","Number","132377"
"Somalia","2011","All genders","Not applicable","Number","265883"
"Somalia","2011","Male","Not applicable","Number","133506"
"Somalia","2010","Male","Not applicable","Number","130349"
"Somalia","2010","All genders","Not applicable","Number","259656"
"Somalia","2010","Female","Not applicable","Number","129307"
"Somalia","2009","All genders","Not applicable","Number","250683"
"Somalia","2009","Female","Not applicable","Number","124926"
"Somalia","2009","Male","Not applicable","Number","125757"
"Somalia","2008","Female","Not applicable","Number","120189"
"Somalia","2008","All genders","Not applicable","Number","240992"
"Somalia","2008","Male","Not applicable","Number","120803"
"Somalia","2007","Male","Not applicable","Number","116078"
"Somalia","2007","All genders","Not applicable","Number","231690"
"Somalia","2007","Female","Not applicable","Number","115612"
"Somalia","2006","Female","Not applicable","Number","110867"
"Somalia","2006","All genders","Not applicable","Number","222105"
"Somalia","2006","Male","Not applicable","Number","111238"
"Somalia","2005","Female","Not applicable","Number","106655"
"Somalia","2005","All genders","Not applicable","Number","213583"
"Somalia","2005","Male","Not applicable","Number","106928"
"Somalia","2004","Male","Not applicable","Number","103181"
"Somalia","2004","All genders","Not applicable","Number","206146"
"Somalia","2004","Female","Not applicable","Number","102965"
"Somalia","2003","Female","Not applicable","Number","99523"
"Somalia","2003","All genders","Not applicable","Number","199251"
"Somalia","2003","Male","Not applicable","Number","99728"
"Somalia","2002","All genders","Not applicable","Number","192643"
"Somalia","2002","Female","Not applicable","Number","96196"
"Somalia","2002","Male","Not applicable","Number","96447"
"Somalia","2001","Male","Not applicable","Number","93596"
"Somalia","2001","Female","Not applicable","Number","93205"
"Somalia","2001","All genders","Not applicable","Number","186801"
"Somalia","2000","Female","Not applicable","Number","89943"
"Somalia","2000","All genders","Not applicable","Number","180312"
"Somalia","2000","Male","Not applicable","Number","90369"
"Somalia","1999","Male","Not applicable","Number","86843"
"Somalia","1999","All genders","Not applicable","Number","173318"
"Somalia","1999","Female","Not applicable","Number","86475"
"Somalia","1998","Female","Not applicable","Number","86475"
"Somalia","1998","All genders","Not applicable","Number","173318"
"Somalia","1998","Male","Not applicable","Number","86843"
"Somalia","1997","Male","Not applicable","Number","80831"
"Somalia","1997","All genders","Not applicable","Number","161423"
"Somalia","1997","Female","Not applicable","Number","80592"
"Somalia","1996","All genders","Not applicable","Number","158070"
"Somalia","1996","Female","Not applicable","Number","78929"
"Somalia","1996","Male","Not applicable","Number","79141"
"Somalia","1995","Female","Not applicable","Number","78009"
"Somalia","1995","All genders","Not applicable","Number","156192"
"Somalia","1995","Male","Not applicable","Number","78183"
"Somalia","1994","Male","Not applicable","Number","77482"
"Somalia","1994","Female","Not applicable","Number","77368"
"Somalia","1994","All genders","Not applicable","Number","154850"
"Somalia","1993","All genders","Not applicable","Number","154287"
"Somalia","1993","Female","Not applicable","Number","77116"
"Somalia","1993","Male","Not applicable","Number","77171"
"Somalia","1992","Female","Not applicable","Number","77172"
"Somalia","1992","All genders","Not applicable","Number","154354"
"Somalia","1992","Male","Not applicable","Number","77182"
"Somalia","1991","Male","Not applicable","Number","77326"
"Somalia","1991","All genders","Not applicable","Number","154665"
"Somalia","1991","Female","Not applicable","Number","77339"
"Somalia","1990","All genders","Not applicable","Number","153718"
"Somalia","1990","Female","Not applicable","Number","76889"
"Somalia","1990","Male","Not applicable","Number","76829"
"Somalia","1989","Male","Not applicable","Number","75808"
"Somalia","1989","Female","Not applicable","Number","75919"
"Somalia","1989","All genders","Not applicable","Number","151727"
"Somalia","1988","All genders","Not applicable","Number","149568"
"Somalia","1988","Female","Not applicable","Number","74865"
"Somalia","1988","Male","Not applicable","Number","74703"
"Somalia","1987","Male","Not applicable","Number","74088"
"Somalia","1987","Female","Not applicable","Number","74291"
"Somalia","1987","All genders","Not applicable","Number","148379"
"Somalia","1986","All genders","Not applicable","Number","148833"
"Somalia","1986","Female","Not applicable","Number","74529"
"Somalia","1986","Male","Not applicable","Number","74304"
"Somalia","1985","Male","Not applicable","Number","74962"
"Somalia","1985","Female","Not applicable","Number","75234"
"Somalia","1985","All genders","Not applicable","Number","150196"
"Somalia","1984","All genders","Not applicable","Number","151942"
"Somalia","1984","Female","Not applicable","Number","76137"
"Somalia","1984","Male","Not applicable","Number","75805"
"Somalia","1983","Female","Not applicable","Number","76926"
"Somalia","1983","All genders","Not applicable","Number","153466"
"Somalia","1983","Male","Not applicable","Number","76540"
"Somalia","1982","Male","Not applicable","Number","76527"
"Somalia","1982","All genders","Not applicable","Number","153469"
"Somalia","1982","Female","Not applicable","Number","76942"
"Somalia","1981","Female","Not applicable","Number","75508"
"Somalia","1981","All genders","Not applicable","Number","150608"
"Somalia","1981","Male","Not applicable","Number","75100"
"Somalia","1980","Male","Not applicable","Number","70983"
"Somalia","1980","All genders","Not applicable","Number","142381"
"Somalia","1980","Female","Not applicable","Number","71398"
"Somalia","1979","Female","Not applicable","Number","65468"
"Somalia","1979","All genders","Not applicable","Number","130513"
"Somalia","1979","Male","Not applicable","Number","65045"
"Somalia","1978","All genders","Not applicable","Number","116951"
"Somalia","1978","Female","Not applicable","Number","58690"
"Somalia","1978","Male","Not applicable","Number","58261"
"Somalia","1977","Male","Not applicable","Number","52014"
"Somalia","1977","Female","Not applicable","Number","52444"
"Somalia","1977","All genders","Not applicable","Number","104458"
"Somalia","1976","All genders","Not applicable","Number","94897"
"Somalia","1976","Female","Not applicable","Number","47665"
"Somalia","1976","Male","Not applicable","Number","47232"
"Somalia","1975","Male","Not applicable","Number","44510"
"Somalia","1975","Female","Not applicable","Number","44946"
"Somalia","1975","All genders","Not applicable","Number","89456"
"South Africa","2012","All genders","Not applicable","Number","934267"
"South Africa","2012","Male","Not applicable","Number","466703"
"South Africa","2012","Female","Not applicable","Number","467564"
"South Africa","2011","Male","Not applicable","Number","464287"
"South Africa","2011","All genders","Not applicable","Number","930424"
"South Africa","2011","Female","Not applicable","Number","466137"
"South Africa","2010","All genders","Not applicable","Number","939168"
"South Africa","2010","Male","Not applicable","Number","468279"
"South Africa","2010","Female","Not applicable","Number","470889"
"South Africa","2009","Female","Not applicable","Number","480303"
"South Africa","2009","All genders","Not applicable","Number","956444"
"South Africa","2009","Male","Not applicable","Number","476141"
"South Africa","2008","Male","Not applicable","Number","483194"
"South Africa","2008","All genders","Not applicable","Number","971558"
"South Africa","2008","Female","Not applicable","Number","488364"
"South Africa","2007","All genders","Not applicable","Number","986800"
"South Africa","2007","Female","Not applicable","Number","496308"
"South Africa","2007","Male","Not applicable","Number","490492"
"South Africa","2006","Female","Not applicable","Number","503023"
"South Africa","2006","All genders","Not applicable","Number","1000622"
"South Africa","2006","Male","Not applicable","Number","497599"
"South Africa","2005","Male","Not applicable","Number","502820"
"South Africa","2005","All genders","Not applicable","Number","1009475"
"South Africa","2005","Female","Not applicable","Number","506655"
"South Africa","2004","Female","Not applicable","Number","507000"
"South Africa","2004","Male","Not applicable","Number","505141"
"South Africa","2004","All genders","Not applicable","Number","1012141"
"South Africa","2003","All genders","Not applicable","Number","1013510"
"South Africa","2003","Male","Not applicable","Number","506696"
"South Africa","2003","Female","Not applicable","Number","506814"
"South Africa","2002","All genders","Not applicable","Number","1012434"
"South Africa","2002","Female","Not applicable","Number","505390"
"South Africa","2002","Male","Not applicable","Number","507044"
"South Africa","2001","Male","Not applicable","Number","505245"
"South Africa","2001","Female","Not applicable","Number","502889"
"South Africa","2001","All genders","Not applicable","Number","1008134"
"South Africa","2000","All genders","Not applicable","Number","1000620"
"South Africa","2000","Male","Not applicable","Number","501247"
"South Africa","2000","Female","Not applicable","Number","499373"
"South Africa","1999","Female","Not applicable","Number","498008"
"South Africa","1999","All genders","Not applicable","Number","997789"
"South Africa","1999","Male","Not applicable","Number","499781"
"South Africa","1998","All genders","Not applicable","Number","991642"
"South Africa","1998","Female","Not applicable","Number","494889"
"South Africa","1998","Male","Not applicable","Number","496753"
"South Africa","1997","Female","Not applicable","Number","494318"
"South Africa","1997","Male","Not applicable","Number","496670"
"South Africa","1997","All genders","Not applicable","Number","990988"
"South Africa","1996","Male","Not applicable","Number","491217"
"South Africa","1996","Female","Not applicable","Number","488775"
"South Africa","1996","All genders","Not applicable","Number","979992"
"South Africa","1995","All genders","Not applicable","Number","963700"
"South Africa","1995","Female","Not applicable","Number","480624"
"South Africa","1995","Male","Not applicable","Number","483076"
"South Africa","1994","Male","Not applicable","Number","475773"
"South Africa","1994","Female","Not applicable","Number","473846"
"South Africa","1994","All genders","Not applicable","Number","949619"
"South Africa","1993","Female","Not applicable","Number","465476"
"South Africa","1993","Male","Not applicable","Number","466765"
"South Africa","1993","All genders","Not applicable","Number","932241"
"South Africa","1992","All genders","Not applicable","Number","913056"
"South Africa","1992","Male","Not applicable","Number","456881"
"South Africa","1992","Female","Not applicable","Number","456175"
"South Africa","1991","Female","Not applicable","Number","446202"
"South Africa","1991","Male","Not applicable","Number","446360"
"South Africa","1991","All genders","Not applicable","Number","892562"
"South Africa","1990","Male","Not applicable","Number","437306"
"South Africa","1990","Female","Not applicable","Number","437436"
"South Africa","1990","All genders","Not applicable","Number","874742"
"South Africa","1989","All genders","Not applicable","Number","859161"
"South Africa","1989","Female","Not applicable","Number","429624"
"South Africa","1989","Male","Not applicable","Number","429537"
"South Africa","1988","Male","Not applicable","Number","423026"
"South Africa","1988","Female","Not applicable","Number","422911"
"South Africa","1988","All genders","Not applicable","Number","845937"
"South Africa","1987","Female","Not applicable","Number","416257"
"South Africa","1987","Male","Not applicable","Number","416649"
"South Africa","1987","All genders","Not applicable","Number","832906"
"South Africa","1986","All genders","Not applicable","Number","820638"
"South Africa","1986","Male","Not applicable","Number","410737"
"South Africa","1986","Female","Not applicable","Number","409901"
"South Africa","1985","All genders","Not applicable","Number","806419"
"South Africa","1985","Female","Not applicable","Number","402720"
"South Africa","1985","Male","Not applicable","Number","403699"
"South Africa","1984","Female","Not applicable","Number","393427"
"South Africa","1984","All genders","Not applicable","Number","787745"
"South Africa","1984","Male","Not applicable","Number","394318"
"South Africa","1983","Male","Not applicable","Number","383730"
"South Africa","1983","All genders","Not applicable","Number","766992"
"South Africa","1983","Female","Not applicable","Number","383262"
"South Africa","1982","Female","Not applicable","Number","373263"
"South Africa","1982","Male","Not applicable","Number","373301"
"South Africa","1982","All genders","Not applicable","Number","746564"
"South Africa","1981","All genders","Not applicable","Number","726312"
"South Africa","1981","Male","Not applicable","Number","362895"
"South Africa","1981","Female","Not applicable","Number","363417"
"South Africa","1980","Female","Not applicable","Number","353238"
"South Africa","1980","Male","Not applicable","Number","352799"
"South Africa","1980","All genders","Not applicable","Number","706037"
"South Africa","1979","Female","Not applicable","Number","342277"
"South Africa","1979","All genders","Not applicable","Number","685338"
"South Africa","1979","Male","Not applicable","Number","343061"
"South Africa","1978","Male","Not applicable","Number","333749"
"South Africa","1978","All genders","Not applicable","Number","665067"
"South Africa","1978","Female","Not applicable","Number","331318"
"South Africa","1977","Female","Not applicable","Number","320681"
"South Africa","1977","All genders","Not applicable","Number","645385"
"South Africa","1977","Male","Not applicable","Number","324704"
"South Africa","1976","Male","Not applicable","Number","315944"
"South Africa","1976","All genders","Not applicable","Number","626045"
"South Africa","1976","Female","Not applicable","Number","310101"
"South Africa","1975","Female","Not applicable","Number","301110"
"South Africa","1975","Male","Not applicable","Number","308131"
"South Africa","1975","All genders","Not applicable","Number","609241"
"South Sudan","2011","All genders","Not applicable","Number","266230"
"South Sudan","2011","Female","Not applicable","Number","131904"
"South Sudan","2011","Male","Not applicable","Number","134326"
"Spain","2012","All genders","Not applicable","Number","427834"
"Spain","2012","Female","Not applicable","Number","208111"
"Spain","2012","Male","Not applicable","Number","219723"
"Spain","2011","Male","Not applicable","Number","212644"
"Spain","2011","All genders","Not applicable","Number","414532"
"Spain","2011","Female","Not applicable","Number","201888"
"Spain","2010","Female","Not applicable","Number","198670"
"Spain","2010","All genders","Not applicable","Number","407902"
"Spain","2010","Male","Not applicable","Number","209232"
"Spain","2009","Male","Not applicable","Number","208977"
"Spain","2009","All genders","Not applicable","Number","407136"
"Spain","2009","Female","Not applicable","Number","198159"
"Spain","2008","All genders","Not applicable","Number","408473"
"Spain","2008","Female","Not applicable","Number","198676"
"Spain","2008","Male","Not applicable","Number","209797"
"Spain","2007","Male","Not applicable","Number","210470"
"Spain","2007","Female","Not applicable","Number","199227"
"Spain","2007","All genders","Not applicable","Number","409697"
"Spain","2006","All genders","Not applicable","Number","411945"
"Spain","2006","Female","Not applicable","Number","200355"
"Spain","2006","Male","Not applicable","Number","211590"
"Spain","2005","Male","Not applicable","Number","211665"
"Spain","2005","Female","Not applicable","Number","200308"
"Spain","2005","All genders","Not applicable","Number","411973"
"Spain","2004","All genders","Not applicable","Number","410114"
"Spain","2004","Female","Not applicable","Number","199409"
"Spain","2004","Male","Not applicable","Number","210705"
"Spain","2003","Male","Not applicable","Number","210172"
"Spain","2003","Female","Not applicable","Number","198975"
"Spain","2003","All genders","Not applicable","Number","409147"
"Spain","2002","All genders","Not applicable","Number","410716"
"Spain","2002","Female","Not applicable","Number","199751"
"Spain","2002","Male","Not applicable","Number","210965"
"Spain","2001","Male","Not applicable","Number","212786"
"Spain","2001","All genders","Not applicable","Number","414222"
"Spain","2001","Female","Not applicable","Number","201436"
"Spain","2000","Female","Not applicable","Number","205178"
"Spain","2000","All genders","Not applicable","Number","421589"
"Spain","2000","Male","Not applicable","Number","216411"
"Spain","1999","Male","Not applicable","Number","222670"
"Spain","1999","All genders","Not applicable","Number","434045"
"Spain","1999","Female","Not applicable","Number","211375"
"Spain","1998","All genders","Not applicable","Number","449899"
"Spain","1998","Female","Not applicable","Number","219188"
"Spain","1998","Male","Not applicable","Number","230711"
"Spain","1997","Male","Not applicable","Number","239388"
"Spain","1997","Female","Not applicable","Number","227530"
"Spain","1997","All genders","Not applicable","Number","466918"
"Spain","1996","All genders","Not applicable","Number","484544"
"Spain","1996","Female","Not applicable","Number","236138"
"Spain","1996","Male","Not applicable","Number","248406"
"Spain","1995","Male","Not applicable","Number","247412"
"Spain","1995","Female","Not applicable","Number","235046"
"Spain","1995","All genders","Not applicable","Number","482458"
"Spain","1994","Female","Not applicable","Number","245794"
"Spain","1994","All genders","Not applicable","Number","504491"
"Spain","1994","Male","Not applicable","Number","258697"
"Spain","1993","Male","Not applicable","Number","272174"
"Spain","1993","Female","Not applicable","Number","258676"
"Spain","1993","All genders","Not applicable","Number","530850"
"Spain","1992","All genders","Not applicable","Number","558681"
"Spain","1992","Female","Not applicable","Number","272298"
"Spain","1992","Male","Not applicable","Number","286383"
"Spain","1991","Male","Not applicable","Number","301092"
"Spain","1991","Female","Not applicable","Number","286431"
"Spain","1991","All genders","Not applicable","Number","587523"
"Spain","1990","Female","Not applicable","Number","301060"
"Spain","1990","All genders","Not applicable","Number","617433"
"Spain","1990","Male","Not applicable","Number","316373"
"Spain","1989","Male","Not applicable","Number","326795"
"Spain","1989","All genders","Not applicable","Number","637638"
"Spain","1989","Female","Not applicable","Number","310843"
"Spain","1988","All genders","Not applicable","Number","648423"
"Spain","1988","Female","Not applicable","Number","315901"
"Spain","1988","Male","Not applicable","Number","332522"
"Spain","1987","Male","Not applicable","Number","335971"
"Spain","1987","All genders","Not applicable","Number","654634"
"Spain","1987","Female","Not applicable","Number","318663"
"Spain","1986","Female","Not applicable","Number","320348"
"Spain","1986","All genders","Not applicable","Number","658715"
"Spain","1986","Male","Not applicable","Number","338367"
"Spain","1985","Male","Not applicable","Number","339956"
"Spain","1985","All genders","Not applicable","Number","661215"
"Spain","1985","Female","Not applicable","Number","321259"
"Spain","1984","Female","Not applicable","Number","321857"
"Spain","1984","All genders","Not applicable","Number","662769"
"Spain","1984","Male","Not applicable","Number","340912"
"Spain","1983","Male","Not applicable","Number","341486"
"Spain","1983","All genders","Not applicable","Number","663870"
"Spain","1983","Female","Not applicable","Number","322384"
"Spain","1982","All genders","Not applicable","Number","664372"
"Spain","1982","Female","Not applicable","Number","322702"
"Spain","1982","Male","Not applicable","Number","341670"
"Spain","1981","Male","Not applicable","Number","341376"
"Spain","1981","Female","Not applicable","Number","322618"
"Spain","1981","All genders","Not applicable","Number","663994"
"Spain","1980","All genders","Not applicable","Number","659925"
"Spain","1980","Female","Not applicable","Number","320920"
"Spain","1980","Male","Not applicable","Number","339005"
"Spain","1979","Male","Not applicable","Number","337080"
"Spain","1979","All genders","Not applicable","Number","656876"
"Spain","1979","Female","Not applicable","Number","319796"
"Spain","1978","Female","Not applicable","Number","319316"
"Spain","1978","All genders","Not applicable","Number","655063"
"Spain","1978","Male","Not applicable","Number","335747"
"Spain","1977","Male","Not applicable","Number","334511"
"Spain","1977","Female","Not applicable","Number","318842"
"Spain","1977","All genders","Not applicable","Number","653353"
"Spain","1976","All genders","Not applicable","Number","651742"
"Spain","1976","Female","Not applicable","Number","318326"
"Spain","1976","Male","Not applicable","Number","333416"
"Spain","1975","Male","Not applicable","Number","332747"
"Spain","1975","All genders","Not applicable","Number","650824"
"Spain","1975","Female","Not applicable","Number","318077"
"Sri Lanka","2012","All genders","Not applicable","Number","345988"
